,route_acc,type_acc,cnd_acc,day_acc,month_acc,years_acc,scene_acc,road_surface,time_acc,level_acc
562,มหาวิทยาลัยเกษตรศาสตร์ - คันนายาว,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,1,5,2019,ทางโค้งกว้าง,ไม่มีความลาดชัน,1,INJ
569,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถบรรทุก 6 ล้อ,Fair,3,5,2019,ทางตรง,ไม่มีความลาดชัน,0,INJ
570,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,3,5,2019,ทางตรง,ไม่มีความลาดชัน,2,INJ
572,บางบอน - โรงพยาบาลบางปะกอก 8,รถปิคอัพบรรทุก 4 ล้อ,Fair,4,5,2019,ทางตรง,ไม่มีความลาดชัน,0,INJ
576,บางแค - คลองมหาสวัสดิ์,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,Fair,5,5,2019,ทางตรง,ไม่มีความลาดชัน,1,INJ
577,บางแค - คลองมหาสวัสดิ์,รถปิคอัพบรรทุก 4 ล้อ,Showers in the Vicinity,5,5,2019,ทางตรง,ไม่มีความลาดชัน,4,INJ
582,บางแค - คลองมหาสวัสดิ์,รถปิคอัพบรรทุก 4 ล้อ,Fair,7,5,2019,ทางตรง,ไม่มีความลาดชัน,2,INJ
583,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,7,5,2019,ทางตรง,ไม่มีความลาดชัน,2,INJ
584,ดาวคะนอง -  แสมดำ,รถจักรยานยนต์,Fair,7,5,2019,ทางตรง,ไม่มีความลาดชัน,3,INJ
585,มหาวิทยาลัยเกษตรศาสตร์ - คันนายาว,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,7,5,2019,ทางตรง,ไม่มีความลาดชัน,5,INJ
591,ถนนศรีนครินทร์ - บางปะกง,รถปิคอัพบรรทุก 4 ล้อ,Fair,9,5,2019,ทางตรง,ไม่มีความลาดชัน,5,INJ
598,บางปะอิน - คลองพระยาสุเรนทร์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,11,5,2019,ทางตรง,ไม่มีความลาดชัน,5,INJ
600,คลองพระยาสุเรนทร์ - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,13,5,2019,ทางตรง,ไม่มีความลาดชัน,0,INJ
602,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Light Rain,13,5,2019,ทางตรง,ไม่มีความลาดชัน,4,INJ
603,คลองพระยาสุเรนทร์ - บางพลี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Light Rain,13,5,2019,ทางตรง,ไม่มีความลาดชัน,5,INJ
607,ถนนศรีนครินทร์ - บางปะกง,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Light Rain,14,5,2019,ทางตรง,ไม่มีความลาดชัน,5,INJ
611,มหาวิทยาลัยเกษตรศาสตร์ - คันนายาว,รถปิคอัพบรรทุก 4 ล้อ,Fair,16,5,2019,ทางตรง,ไม่มีความลาดชัน,0,INJ
612,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,16,5,2019,ทางตรง,ไม่มีความลาดชัน,1,INJ
613,บางแค - คลองมหาสวัสดิ์,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,Fair,16,5,2019,ทางตรง,ไม่มีความลาดชัน,1,INJ
619,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,18,5,2019,ทางตรง,ไม่มีความลาดชัน,0,INJ
624,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,รถปิคอัพบรรทุก 4 ล้อ,Fair,19,5,2019,ทางตรง,ไม่มีความลาดชัน,1,INJ
627,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Fair,19,5,2019,ทางตรง,ไม่มีความลาดชัน,3,INJ
634,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพโดยสาร,Fair,21,5,2019,อื่นๆ,ไม่มีความลาดชัน,4,INJ
637,คลองพระยาสุเรนทร์ - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,22,5,2019,ทางตรง,ไม่มีความลาดชัน,0,INJ
641,บางแค - คลองมหาสวัสดิ์,รถจักรยานยนต์,Partly Cloudy,22,5,2019,ทางตรง,ไม่มีความลาดชัน,4,INJ
643,คลองพระยาสุเรนทร์ - บางพลี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,24,5,2019,ทางตรง,ไม่มีความลาดชัน,1,INJ
655,คลองพระยาสุเรนทร์ - บางพลี,รถบรรทุก 6 ล้อ,Showers in the Vicinity,27,5,2019,ทางตรง,ไม่มีความลาดชัน,3,INJ
661,บางแค - คลองมหาสวัสดิ์,รถจักรยานยนต์,Fair,29,5,2019,ทางตรง,ไม่มีความลาดชัน,3,INJ
671,บางแค - คลองมหาสวัสดิ์,รถปิคอัพบรรทุก 4 ล้อ,Partly Cloudy,1,6,2019,ทางตรง,ไม่มีความลาดชัน,2,INJ
672,บางปะอิน - คลองพระยาสุเรนทร์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,1,6,2019,ทางตรง,ไม่มีความลาดชัน,3,INJ
678,บางแค - คลองมหาสวัสดิ์,รถจักรยานยนต์,Partly Cloudy,3,6,2019,ทางตรง,ไม่มีความลาดชัน,0,INJ
680,ดาวคะนอง -  แสมดำ,รถจักรยานยนต์,Fair,4,6,2019,ทางตรง,ไม่มีความลาดชัน,1,INJ
681,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,4,6,2019,ทางตรง,ไม่มีความลาดชัน,2,INJ
682,ดาวคะนอง -  แสมดำ,รถจักรยานยนต์,Partly Cloudy,4,6,2019,ทางตรง,ไม่มีความลาดชัน,3,INJ
686,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,Thunder,5,6,2019,ทางตรง,ไม่มีความลาดชัน,1,INJ
689,ถนนศรีนครินทร์ - บางปะกง,รถปิคอัพบรรทุก 4 ล้อ,Fair,6,6,2019,ทางตรง,ไม่มีความลาดชัน,4,INJ
690,ดาวคะนอง -  แสมดำ,รถตู้,Fair,6,6,2019,ทางตรง,ไม่มีความลาดชัน,4,INJ
691,สะพานภูมิพลที่ 1 ไปสะพานภูมิพลที่ 2,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,6,6,2019,ทางตรง,ไม่มีความลาดชัน,5,INJ
692,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Partly Cloudy,7,6,2019,ทางตรง,ไม่มีความลาดชัน,1,INJ
693,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,7,6,2019,ทางตรง,ไม่มีความลาดชัน,1,INJ
